Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment,word_count
3.0,Motamute.. Mony hossy karo use kora ta amy deya hoyasy..ar aktu dakhy suny ana uchet selo...,Mahadev Trishul Locket with Chain of Men & Women,Men's Jewelry,Fear,Daraz,Negative,17
5.0,Good product as per price. Got the delivery in time. Packaging and the quality of the product were satisfactory.,LouisWill Women Watches Diamond Watchband Ladies Top Luxury Brand Ladies Casual Women's Bracelet Crystal Watches Rhinestone Casual Wristwatch,Watches,Love,Daraz,Positive,19
5.0,"সুন্দর ঘড়ি, তবে দামটা আরেকটু কম নিলে ভালো",SKMEI Women Fashion Watch Quartz Waterproof Stainless Steel Simple And Elegant Women Watch 1620,Watches,Happy,Daraz,Positive,8
5.0,The delivery was a bit late. But the product is authentic and providing great service.,Sharp Grill Convection Microwave Oven R-84AO(ST)V | 25 Litres - Stainless Steel,Microwaves,Happy,Daraz,Positive,15
4.0,good enough regarding te price. but size is bit bulkier than the description.,Cotton Short Sleeves Ladies' Long T-Shirt - T Shirt For Women,Western Wear,Sadness,Daraz,Negative,13
5.0,জীবনের প্রথম অর্ডার দারাজে। ।।  ভেবেছিলাম ধোঁকা দিবে কিন্তু প্রথম বিশ্বাস টা টিকিয়ে রাখলো দারাজ এবং ডেলিভারি ম্যান সহ।।। আর  প্রডাক্ট টি সত্যি ভালো পেয়েছি।,"Niqab 2023 Embroidery Letter (Queen,Alhamdulillah) Calligraphy Designed Niqab For Women",Muslim Wear,Happy,Daraz,Positive,24
4.0,"Well received the product. I have been using since 3-4 days after receiving, hope it works well as description.
Thanks to Daraz & Seller.",Beard Growth Solution Oil for Men - 30Ml,Men's Care,Happy,Daraz,Positive,24
5.0,"Very Good in this price range🙂🙂

Packaging was also Very good....",Electric BBQ Grill Machine - Black,Cookware,Happy,Daraz,Positive,11
1.0,"false product
1) late delivery
2) defective product
unprofessional salesman
nobody is recommended to buy from this shop",Multiplug Extension 5 Socket With 5\2 meter Cable multi pluge 15 fit and 7 fit black multi plug,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,18
5.0,its really cute i just love it but it can't catch stickers properly otherwise good 💜💜💜💜💜,RHS Online Macaron Color Stainless Steel Curved Tweezers Tape Stickers Scrapbooking DIY Tools Accessories,Stationery & Craft,Happy,Daraz,Positive,16
5.0,Product ta Valo chilo...1 year return gurentee paichi. dam onujaye speed taw motamoti valo...,Pendrive 64 gb with 1 year full replacement warranty,Storage,Happy,Daraz,Positive,15
5.0,No question about quality. Delivery was fast as well.,Sharp Grill Microwave Oven R-72A1-SM-V 25 Litres - Mirror Silver,Microwaves,Happy,Daraz,Positive,9
3.0,"shoe is incredibly light weight, nice design, bt prob is left shoe is kinda tilted. That's awkward.",Decathlon RUN 100 M পুরুষদের দৌড়ানোর জুতা - নীল - lotto shoes for men,Shoes & Clothing,Sadness,Daraz,Negative,18
5.0,the watch is stylish & the quality is good. I also got the free gift but couldn't use it😞,LouisWill Rose Pink Quartz Watch for Women,Watches,Happy,Daraz,Positive,19
5.0,"অরজিনাল প্রোডাক্ট পেয়েছি প্যাকেজিংটাও সুন্দর সাউন্ড কোয়ালিটি অনেক ভালো,,জিনিস আন্দাজে মোটামুটি ভালই সব কিছু ধন্যবাদ দারাজ কে,☺️☺️",GTS 1346 Wireless Bluetooth Rechargeable Speaker EXTRA BASS Bluetooth speaker Portable Speaker smart speaker,Home Audio,Happy,Daraz,Positive,18
5.0,"Didn't supply accordingly. Seller should be more cautious. However, product quality was good enough to make me happy.",Bili Online Fabian 30 Liter Duffel Bag (4-5 Days Tour) Waterproof-Travel Bag-Family Tour Bag-Large Travel Bag-Waterproof Bag-Premium Travel Bag - Travel Bag For Men,Luggage,Anger,Daraz,Negative,19
5.0,অনেক খাঁটি মধু & সবকিছু ঠিকঠাক। আপনার ব্যবসার প্রসার হোক এই কামনা করি,Pure And Chemical Free 1Kg Honey Combo Pak,Breakfast,Happy,Daraz,Positive,12
5.0,Quantity is very good but quality is poor. According to price is better than local market.,Minister Bright Wash Synthetic Detergent Powder Lemon & Mint (Free 1 KG),Laundry & Household,Sadness,Daraz,Negative,16
1.0,very poor quality potato.. size is very small.  never buy   again..,Diamond potato 1kg ± 25 gm,"Fruits, Meat & Frozen",Sadness,Daraz,Negative,11
5.0,"সেলার এর ব্যবহার অনেক আন্তরিক,অথেনটিক প্রোডাক্ট। নির্দ্বিধায় ক্রয় করতে পারেন,Recommended. তবে দারাজ হোমডেলিভারি দেয়নি,দারাজ আমাকে হতাশ করেছে।",SAMSUNG RB21KMFH5SK/D3 Refrigerator With Digital Inverter 218 Liter,Refrigerators,Happy,Daraz,Positive,20
5.0,"Original sealed box. 
Thank you :)",Antivirus Eset Mobile Internet Security 2023 (One User),Software,Happy,Daraz,Positive,5
5.0,সব ঠিক আছে শুধু প্লে স্টোর নেই ।,"Exceptional Quality - DEIL 32 inch Wifi-Smart Android LED TV (2GB RAM, 16GB ROM) 4K Supported - Sleek Usage",Televisions,Sadness,Daraz,Negative,7
2.0,"ফি ডেলিভারি স্টীকার দিয়ে, ডেলিভারি চার্জ নেওয়া হয়েছে, 
ফেইক পিকচার",হাতে তৈরি dulna প্রাপ্তবয়স্ক দড়ি বিছানা ঝুলন্ত dulna সব মানুষের জন্য বড় সুইং দড়ি বিছানা রতন dulna ব্যবহার - dolna,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,10
5.0,"মেয়াদ ঠিকঠাক আছে। 
আসল এবং ভালো মানের পণ্য দিয়েছে। কিন্তু ঝালের পরিমাণ কম মনে হয়েছে।",Fresh Chili Powder - 500g,"Herbs, Spices & Sauces",Sadness,Daraz,Negative,15
3.0,"the small pc of cloth, which is placed top of the ventilation portion is missing. please send it to my address.",2 person Camping Tent 3 Season - Green,Camping & Hiking,Sadness,Daraz,Negative,21
1.0,"There are many problems in it.It doesn't work properly.On the other hand,it is broken product.",360-degree Rotating Adjustable Water Saving Aerator Kitchen Faucet Tap Nozzle Faucet Filter Water Tap Kitchen Accessories,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,19
5.0,"সবকিছু ঠিক আছে, কিন্তু প্যাকেটে ২০২২ এর জায়গায় ২০২৩ লাগানোর দরকার ছিলোনা। ১বছর মেয়াদ পেয়েছি প্রডাক্ট ঠিক আছে, প্যাকেজিং আরেকটু ভালো হতে পারতো।","ESET Internet Security - 1 User, 1 Year with (CD) Multi-Device",Software,Happy,Daraz,Positive,23
5.0,"প্রিমিয়াম কোয়ালিটি ব্রুচ, ছবির চেয়ে বাস্তব এ সুন্দর৷ প্যাকেজিং খুব ই সুন্দর৷ বক্স দেয়া সাথে ফোম৷ কাউকে গিফট করা যাবে এমন প্যাক৷ 
বেশ ভালো লেগেছে ❤️",Fashion Retro Angel Wings Men's Badge Brooch Pin Snake Brooches Lapel Medal Women Shirt Collar Clothing & Accessories,Accessories,Love,Daraz,Positive,25
5.0,The watch is beautiful. I liked it so much.,LouisWill Women Watches Diamond Watchband Ladies Top Luxury Brand Ladies Casual Women's Bracelet Crystal Watches Rhinestone Casual Wristwatch,Watches,Love,Daraz,Positive,9
5.0,Jmon ta asa korsi tar thaka onak valo paise actu late hoisa aste but products onak sundor ar dalivary man ar behaviour onak valo,Carat 2Pcs/3Pcs/Set Women Watch Bracelet Kit Round Dial Shiny Rhinestones Inlaid Roman Numerals Decorative Gift Lady Quartz Wristwatch,Watches,Happy,Daraz,Positive,24
5.0,Order this for my another colleague...she likes it very much...watch quality is really good.Highly recommanded...Thanks Luisewill..💝💝,LouisWill Women Watches Diamond Casuals Retro Stainless Steel Strap Watches Quartz Watches Calendar Dial Luminous Pointer Watches 5ATM Waterproof Watches Business Wristwatch for Women Ladies,Watches,Happy,Daraz,Positive,20
3.0,বাংলাদেশী পন্য। অরিজিন্যাল কিনা তা যথেষ্ট সন্দেহ আছে।ডুপ্লিকেট হওয়ার সম্ভাবনা বেশী।,Tresemme Shampoo Keratin Smooth 580ml,Hair Care,Fear,Daraz,Negative,12
5.0,"Great service, Highly recommended. Thanks","ESET Internet Security 2023 - 1 User, 1 Year (CD) Multi-Device",Software,Happy,Daraz,Positive,5
5.0,quality is good.. jemon picture a dekhechi thik temon e,Skmei Stainless Steel Alarm Waterproof Watch for Women,Watches,Happy,Daraz,Positive,10
1.0,didn't receive any activation code with product.  had to return it.,"ESET Internet Security - 1 User, 1 Year with (CD) Multi-Device",Software,Sadness,Daraz,Negative,12
5.0,it's beautiful love it 🫶,"Aesthetic blank page Notebook (7.5""/5.5"" size)",Stationery & Craft,Happy,Daraz,Positive,5
1.0,chobi te dekhano hoyechey purple color. amake diyeche yellow color. I wasn't given what I ordered.,Bath Ball For Baby - Multicolour,Baby Personal Care,Anger,Daraz,Negative,17
5.0,সময় মতো ডেলিভারি পাইছি কিন্তু এটার সাথে একটা চাবি থাকে চাবি টা দেয় নাই আর চার্জার টা বাজারের কেনা চার্জার,10 Miles 532nm Adjustable Focus Green Laser Pointer Beam Light Pen +Star Cap 5mw,Gadgets,Sadness,Daraz,Negative,20
5.0,কম দামে অরিজিনাল পন্য,Tresemme Shampoo Keratin Smooth 580ml,Hair Care,Love,Daraz,Positive,4
5.0,পন্য ও ভাল সাথে ২৪ঘন্টার ও কম সময়ে ডেলিভারি পেয়েছি!,Radhuni Chicken Masala - 20gm,"Herbs, Spices & Sauces",Happy,Daraz,Positive,10
1.0,ak bare baje product. Ami L size chaisi kintu amak M dise ar kapor Valo na,Trendsetter - Fashion Innovator - Highly Sustainable - Exclusive Jersy half Sleeve T Shirt For Men - T Shirt - Durabilty Assured,Clothing,Anger,Daraz,Negative,16
3.0,"মশা একটু কম কামরায়, কাজ করে তো করেনা, প্রচুর পরিমাণে ক্লিম খরচ করতে হয়, এবং একটা চর্চাটে ভাব চলে আসে স্কিনে।।",Vaseline Lotion Mosquito Defense 50ml,Baby Care & Gifts,Sadness,Daraz,Negative,21
5.0,ঘড়িটা আসলেই ভালো ছিলো  কম বাজেটটি ভিতরে ভালো ঘড়ি,Leather Analog Watch For Men - Black,Men's Watches,Love,Daraz,Positive,9
5.0,"অসাধারণ, অনেক ভালো লেগেছে, দন্যবাদ সেলার এবং দারাজ",9.8 Square Magnetic Chess Board & Folding Large UB Golden & Silver Color,Traditional Games,Happy,Daraz,Positive,8
5.0,"ধন্যবাদ। ৩ দিনে ডেলিভারি পেতেছি। 
শেম্পুর মোক্ষা খোলা ছিলো। স্টিকার দিয়ে লাগানো থাকলে হয়তো খুলতো না",Parachute Naturale Shampoo Damage Repair 170ml,Hair Care,Sadness,Daraz,Negative,16
3.0,"HDMI and Video port picture fadding, please help",Vikan 32 Inch Double Glass tv Android Smart Wifi Tv Hd Led Tv 4k Supported Ram 2 gb Rom 16 gb,Televisions,Sadness,Daraz,Negative,8
4.0,"ছবিতে যা আছে, তা পাই নাই। যা পাইচি সম্ববত লোকাল তৈরী।

বৌ কইলো ৫/৬ মাসের পর থিকা খুবই উপকারী জিনিস।",Comfortable Pregnancy Body Pillow,Maternity Care,Happy,Daraz,Positive,21
5.0,"দাম হিসেবে ঘড়িটা অনেক ভালো,প্রিয় মানুষ টির ও খুব পছন্দ হয়েছে। Thanks Daraz,❤️❤️
 Happy Shopping ✌️✌️",LouisWill Women Watches Fashion Watches Casuals Quartz Watches Round Dial Watches 30M Waterproof Watches Alloy Thin Strap Business Wristwatch with Watch Adjuster for Women,Watches,Happy,Daraz,Positive,16
5.0,New products made in 2021. MRP is printed 42tk. Good service.,"Dettol Soap Pack of 4 Variants (75gm x 4)- Original, Skincare, Cool, Fresh Bathing Bar Soaps",Bath & Body,Happy,Daraz,Positive,11
5.0,good car but small over all great,Metal Car Toy For Kids - Dark Khaki,Remote Control & Play Vehicles,Happy,Daraz,Positive,7
5.0,"জীবনের ফাস্ট টাইম।দারাজ থেকে অর্ডার করলাম ভাবছিলামম কি নাকি কি দেয় কিন্তু না মাল অনেক ভালই দিয়েছে,ধন্যবাদ সেলার ভাইকে।",Red Color Jamdani Saree For Women Without Blouse Pieces,Traditional_Clothing,Happy,Daraz,Positive,21
5.0,"প্রোডাক্ট অনুযায়ী দাম অনেক বেশি তবে সেলার এর ব্যবহার
অনেক ভাল ছিল সেলার কে অনেক অনেক ধন্যবাদ",Universal Suction tool for Printer Cartridge/ Printer Cartridge Head Cleaning Tool Kits for HP Canon Inkjet Printer Cartridge Ink Cartridge Repair Kit,Printers,Happy,Daraz,Positive,17
5.0,product quality good..seller recommended,Studio X Anti Dandruff Shampoo for Men 175ml (75gm Soap Free),Men's Care,Love,Daraz,Positive,5
5.0,ছোট বড় মিলানো। প্রাইস অনুযায়ী ভালই বলা চলে। ওজন মেপে দেখিনি।,Diamond potato 1kg ± 25 gm,"Fruits, Meat & Frozen",Happy,Daraz,Positive,11
5.0,"Nice watch 👌
Delivered as shown in photos✌",Curren 9068 Female Small Dial Quartz Watch Waterproof Casual Leather Wristwatch - Coffee,Watches,Happy,Daraz,Positive,7
5.0,"ঠিকঠাক পেয়েছি। ধন্যবাদ পিকাবু। সবমিলিয়ে ভালো প্রোডাক্ট। বাট, দামটা আরেকটু কম হলে ভালো হতো।",Haylou LS05 Smart Watch Global Version,Smart Watch,Happy,Pickaboo,Positive,14
5.0,খুবই সুন্দর। 9 TK KG পেয়েছি।,Diamond potato 1kg ± 25 gm,"Fruits, Meat & Frozen",Happy,Daraz,Positive,6
5.0,Product quality is really good. I'm using it for one year.,Philips HP8108/00 DryCare Essential Compact Hair Dryer,Beauty Tools,Happy,Daraz,Positive,12
5.0,100% original product. so recommended -----,Innovative Appliance - Uiisii c100 earphone with microphone Basic in-earbad headphone - Break Trend,Audio,Happy,Daraz,Positive,5
5.0,beautiful making. nice indoor game,Polashi (পলাশী) - A Social Deduction Board Game - 5 to 10 players - Age 12+,Traditional Games,Happy,Daraz,Positive,5
5.0,"Quality products, received in good condition. Recommended 💯",Vemar safety guard/knee guard for motorcycle Riders 4ps set,Motorcycle Riding Gear,Happy,Daraz,Positive,7
5.0,"ফিল্টার টা ভালো ছিল ,,,কিন্তু  ডেলিভারি ম্যান টার ব্যবহার খুব খুবই বাজে ছিলো,ওর নাম ছিল (আলমগীর),,একটা ইবলিশ শয়তান 😡😡😡😡😡😡",5-Stage On-line Water Purifier.,Water Purifiers,Anger,Daraz,Negative,20
5.0,"Alhamdulillah onek valo,
Seller service  o onek valo.
Kinte paren",LADIES BAG FOR GIRLS ( UNIVERSITY OR COLLEGE) USE( SIZE : LONG 11 / SIDE LENGTH 13 INC),Bags,Love,Daraz,Positive,10
5.0,খুব সুন্দর ঘড়িটা।প্যাকিং ভাল ছিল।,মহিলাদের জন্য curren 9046 কালো স্টেইনলেস স্টিলের অ্যানালগ ঘড়ি-রোজ গোল্ড এবং কালো রঙের,Watches,Love,Daraz,Positive,6
3.0,pant ar quality vlo kintu length ta kom jer jonno return korte holo,Denim Jeans For Men's,Clothing,Happy,Daraz,Positive,13
5.0,"কাপড় টার মান অনেক ভাল,, পড়ে অনেক স্মুথ লাগতেছে,আপনারাও চাইলে নির্ধিদ্বায় নিতে পারেন

Tnx Daraz for this product",SMUG. Premium T-shirt Fabric soft and comfortable,Clothing,Happy,Daraz,Positive,19
4.0,"Not what I expected...
But it is acceptable according to the price.",Men's Wallet Money Bag Leather Short Wallet Fashion Vintage Wallet Casual Male Wallet Multi-card Soft Purse Multi-function Purse Two Color,Men Bags,Sadness,Daraz,Negative,12
5.0,Fast delivery. Authentic product. Alhamdulillah in this price product quality is really good,Philips HP8108 Hair Dryer,Hair Straighteners,Love,Pickaboo,Positive,13
5.0,"খুব ভাল একটি প্রোডাক্ট। ☺️☺️☺️
আমি  গ্যারান্টি দিয়ে বলতে পারি এত কম দামে এত ভালো প্রোডাক্ট আর কোথাও পাবেন না😊
আর সেলারও অনেক ভালো❤️🧡💜💚",Men's Premium Quality Black Denim Jeans Pant,Clothing,Love,Daraz,Positive,23
4.0,"stand size is greater than the boundary of the refrigerator,So  stability maintaining is hard.Moreover it jerks a little bit.",Samsung Bottom Mount Freezer Refrigerator RB21KMFH5UT/D3 - 218 L,Kitchen Appliances,Sadness,Daraz,Negative,21
5.0,woow amazing really product is quality is premium according to the prize.also they give me 2pics mask am apriciate for their service,Premium cross body bag for men Official Messenger Bag Bike Rider Cross body Bag Pu Leather Bag Shoulder Bag Diagonal Package Handbag Bag For Men cross body shoulder bag for men messenger bag waist bag pu leather side bag for men Men Fashion Shoulder Bag,Laptop Bags & Cases,Happy,Daraz,Positive,23
2.0,ভালোই কিন্তু কানেক্টর রড টাতে মেগনেট নাই ইস্ক্রু ডাইবার পিন গুলা খুলে পড়েযায়।কাজ করা জায়না ঠিক ঠাক।,32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tool,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,18
5.0,আলাদাভাবে লেখার কিছুই নেই উনাদের সকল প্রোডাক্ট এক কথায় অমায়িক। আর ওনাদের রেসপন্স ও চোখে পড়ার মত। MATEYOYO✌️❤️,MATEYOYO Ladies Fashion Watch Retro Quartz Watch 30M Waterproof Watch Ceramics Thin Strap Watch Roman Numerals Dial Watches Luxury Design Watch Wristwatch with Calender Luminous Pointers,Watches,Happy,Daraz,Positive,18
5.0,মুটামুটি ভালো। কিন্তুু পকেট গুলো একদম ছোটো। কার্ড রাখা  যায় না।,short Leather Wallet Money bag,Bags,Happy,Daraz,Positive,11
4.0,অনেক শখ করে কেনা..অনেক ফার্স্ট ডেলিভারি দিয়েছে+ ব্যাগের কোয়ালিটিও মোটামুটি ভালো!,SamiaCrafts Ladies Fabric Hand and Shoulder Bag With Zipper,Bags,Sadness,Daraz,Negative,12
5.0,lace tah onk vlo.proper white colour. packaging o vlo.shipping on time,5 Yards Narrow Lace Ribbon Trim Craft Wedding Party Gift,Stationery & Craft,Happy,Daraz,Positive,13
5.0,প্রোডাক্ট টা ভালো । এই দামে এক কথায় সেরা মাত্র 72  ঘণ্টার মধ্যে ডেলিভারি পেয়েছি । প্রোডাক্ট কোয়ালিটি সেলারের ব্যবহার ডেলিভারি সব কিছুতেই আমি সন্তুষ্ট,GTS 1346 Wireless Bluetooth Rechargeable Speaker EXTRA BASS Bluetooth speaker Portable Speaker smart speaker,Home Audio,Happy,Daraz,Positive,23
5.0,The quality is really impressive.,CURREN 9046 Silver Stainless Steel Analog Watch For Women - White & Silver,Watches,Happy,Daraz,Positive,5
3.0,ঘড়ি টা অবশ্যই সুন্দর কিন্তু ময়লা পরা ছিলো অনেক।,LouisWill Fashion Women Watch Quartz movement Wrist Watch For Women Luminous Waterproof Watch High Strengthen Glass Ladies Elegant Ceramic Strap Watch Clock Luxury Casual Watch Relogio Feminino,Watches,Sadness,Daraz,Negative,9
5.0,"Very good product indeed. 
Satisfied. 
Recommended.  
Will purchase more in near future. Thanks seller.",1Kg Pure and Natural Mustard Flower Honey,Breakfast,Happy,Daraz,Positive,14
5.0,dolnar size choto. side e kono dori laganor moto kisu nai,হাতে তৈরি dulna প্রাপ্তবয়স্ক দড়ি বিছানা ঝুলন্ত dulna সব মানুষের জন্য বড় সুইং দড়ি বিছানা রতন dulna ব্যবহার - dolna,"Tools, DIY & Outdoor",Fear,Daraz,Negative,11
1.0,"কাপড়ের কোয়ালিটি খুবই নিম্নমানের ,কাপড় অনেক পাতলা, এটা বেশিদিন লাস্টিং করবে না।",New Exclusive Dhupian screen print saree,Traditional_Clothing,Anger,Daraz,Negative,12
4.0,"ভালো লাগলো জিনিস টা, , তবে একটু ছোট",Unique Make - Customized mini wooden notebooks with pictures and writing - Gift Box - Innovative Design - To Exprerience Greatness,Stationery & Craft,Happy,Daraz,Positive,7
5.0,Fits perfectly and product quality was good.,SKMEI Sports Fashion Digital Chronograph Dual Display Alarm 50M Waterproof EL Light Watches For Women Kids 1689,Watches,Happy,Daraz,Positive,7
5.0,"Product Quality Very Good, Original Product. Delivery Man Behaviour Amazing Thanks Pickaboo",Xiaomi Basic In-Ear Headphone,Wired Headphone,Happy,Pickaboo,Positive,12
5.0,This is my second purchase from this seller  undoubtedly this is genuine product and works well,Karkuma Joint Guard 90 capsule,Team Sports,Happy,Daraz,Positive,16
5.0,খুবই ভালো। আমাকে দেওয়া কথা ছিল ২৩ তারিখ আমাকে দিয়েছে ১৩ তারিখ। Iam very happy. Nice products.,LouisWill Women Watches Diamond Casuals Retro Stainless Steel Strap Watches Quartz Watches Calendar Dial Luminous Pointer Watches 5ATM Waterproof Watches Business Wristwatch for Women Ladies,Watches,Happy,Daraz,Positive,17
5.0,"সবকিছু ঠিকঠাক ছিল,ব্যবহার করার পর রিভিউ দিচ্ছি। প্লাস্টিকের হলেও অনেক মজবুত,বাসার সব ফার্নিচারই সহজেই সরানো যায়,অনেক ধন্যবাদ সেলারকে",Furniture Moving Tool Heavy Object Mover Furniture Transport Lifter & Furniture Slides 4 Wheeled Mover Roller+1 Wheel Bar Hand Tools Set,"Tools, DIY & Outdoor",Happy,Daraz,Positive,21
5.0,The product seems authentic,ZGTS Derma Roller 1 mm (Titanium Dermaroller 1mm),Beauty Tools,Love,Daraz,Positive,4
5.0,ঘড়িটা অনেক সুন্দর বেল্ট টা চামড়ার তবে বেল্ট টা একটু নরমাল।,Leather Analog Watch For Men - Black,Men's Watches,Sadness,Daraz,Negative,11
5.0,"খুবই ভালো মানের আর মোটামুটি টেকসই, ৩০০ টাকা দাম হলে একদম উপযুক্ত জুতো হত, সেলার যা দেখিয়েছে সেই প্রোডাক্ট দিয়েছে",Sneakers for Men Casual Shoes for Men,Shoes,Happy,Daraz,Positive,20
5.0,গুণে মানে অনন্য ।সেলারকে ধন্যবাদ এত সুন্দর প্রোডাক্ট কম সময়ে পৌছে দেবার জন্য।,Pure And Chemical Free 1Kg Honey Combo Pak,Breakfast,Happy,Daraz,Positive,13
1.0,"কেউ কিনবেন না৷  পুরা ফালতু।  
টাকা নষ্ট না করতে চাইলে দুরে থাকুন।",USB 3.1 64 GB Flash Pendrive - Silver,Storage,Anger,Daraz,Negative,12
4.0,"Little bit over priced, but the product works fine.",DIZO Buds Z TWS Earbud,True Wireless Earbuds,Happy,Pickaboo,Positive,9
5.0,good prodict. good quality. same as picture.,CURREN 9004 Quartz Watch for Women - Golden and White,Watches,Happy,Daraz,Positive,7
5.0,"সেলার কে অনেক ধন্যবাদ সঠিক পন্য দেওয়ার জন্য,,,",Vaseline Petroleum Jelly 50ml,Skin Care,Love,Daraz,Positive,8
5.0,Original and authentic product. Thanks 😁,CURREN 9015-Rosegold & Blue Women Watch Luxury Stainless Steel Ladies Watch,Watches,Love,Daraz,Positive,5
2.0,This product's quality is not good. I think it's not original.,Johnson's Baby Shampoo 200 ml (Indonesia),Baby Personal Care,Happy,Daraz,Positive,13
3.0,ami mobil refills kore try koresilam but its not working.,"OIL CANS, mobile can 1lb same as pictur",Oils & Fluids,Sadness,Daraz,Negative,10
5.0,সঠিক পন্য এবং সাথে গিফট দেওয়ার জন্য সেলারকে ধন্যবাদ। পণ্যের মান প্রশংসনীয়। আপনারও নিতে পারেন।ধন্যবাদ দারাজকেও।,Pregnant Women Belly Support Pillow Female Maternity,Maternity Care,Happy,Daraz,Positive,17
5.0,Nice brush. very usefull. Thanks to daraz and seller for fast delivery.,Exclusive Salon Fashion Professional Round Hair Brush,Hair Care,Happy,Daraz,Positive,12
5.0,Thank You Darun Online shop... seller onk valo r product ek kothay osadaron sathe ekta otg gift o korece  recommend takhbe..,"Usb Mini Led Disco Magic Ball Lights, Sound Sensor Led Small Magic Ball Light",Media & Music,Happy,Daraz,Positive,21
1.0,It took much time to be delivered. Bad service.,21 ইঞ্চি উচ্চ মানের মিউজিকাল কাঠের উপাদানের সরঞ্জাম সোপ্রানো গিটার উকুলেলে-বাদামী - ukulele,Media & Music,Happy,Daraz,Positive,9
1.0,detergent kanom seta ekono jani na but 2kg er packet ta chira,Minister Bright Wash Synthetic Detergent Powder Lemon & Mint (Free 1 KG),Laundry & Household,Sadness,Daraz,Negative,12
4.0,কাগজের মান খুব একটা ভালো না। চলে আরকি!,Pather Panchali By Bibhutibhushan Bandyopadhyay - Book,Books,Sadness,Daraz,Negative,8
5.0,Looks nice but it's too small,Bd-Kor Egg Pan (16 Cm) Non-Stick Premium Marble Coating - Pan,Cookware,Happy,Daraz,Positive,7
5.0,খুব বাজে কাপড়।একটুও ভালো না।কেউ কিনবেন না। সত্যিই ফালতু ছিলো।আমি ২ টা অর্ডার দিয়েছি পুরাই বাঁশ পাইলাম। daraz ছিঁ,Lilen fashionable three piece shalwar kameez stitched dress for girls,Traditional_Clothing,Fear,Daraz,Negative,22
5.0,"Good book, reasonable price, quality is acceptable at this price range. Recommend!",Atomic Habits,Books,Happy,Daraz,Positive,12
5.0,"প্রোডাক্টটা সুন্দর, এটা গিফট দিবো তাই ব্যবহার করিনি। বাকিটা ব্যবহার করলে বোঝা যাবে 🥰🥰",SAS DU-21B 21'' Soprano Ukulele Hawaii Mini Guitar Ukulele 12 Fret,Media & Music,Happy,Daraz,Positive,13
5.0,"good product, quick delivery, highly recommend",Midea 1.5 Ton Non Inverter Ac Split Type Air Conditioner 5 Year Compressor Official Warranty,Air Conditioners,Happy,Daraz,Positive,6
5.0,এত দামি ফোন ক্যাশ অন ডেলিভারি দেয়ার জন্য দারাজ কে অনেক ধন্যবাদ। ফোনটা সবকিছু ঠিক আছে। আর সাথে ব্যাগটা গিফট দেওয়ার জন্য ধন্যবাদ,Realme GT Master Edition 8GB RAM/128GB ROM Mobile Phone 65W Super Dart Charge 4300mAh Battery - Smartphone,Smart Phones,Happy,Daraz,Positive,23
3.0,"temon Valo na, vetore Kali vora silo.taka rakhle takai Kali vora jaito.",short Leather Wallet Money bag,Bags,Happy,Daraz,Positive,13
1.0,শালা ******দের দল! এটা কোন দিক দিয়ে মিল পাওয়া যায়...?,LouisWill Women's Fashion Watches Gradient Two And A Half Needle Watch Independent Second Disk Design Rhombus Mirror Diamond Encrusted Leather Strap Watch Casual Quartz Watch Elegant Gifts,Watches,Anger,Daraz,Negative,10
5.0,Very good quality. Recommended.,Football - Qatar Special Club Ball - Size 5 - Cyan | Unleash Your Skills with a Special Edition Ball Designed for Excellence and Style,Exercise & Fitness,Love,Daraz,Positive,4
4.0,"মধু বেশ ভাল না যমে গেছে,সেলারকে অনেক ধন্যবাদ",Mustard flower honey 1 kg,Breakfast,Sadness,Daraz,Negative,9
5.0,"Properly packed, and timely delivered. Quality is okay and functioning smoothly.",Miyako Infrared Cooker Smokeless And Energy Savings Model : DP-888 Capacity : 2000 Watt,Kitchen Appliances,Happy,Daraz,Positive,11
5.0,কাপড় চলে। সুইং কোয়ালিটি ভালো না। গোল্ডেন বর্ডার গুলো প্রিন্ট করানা স্টিকার এর মতোন উঠে যাইতে পারে।,Manfare's Premium Sports T Shirt - Active Wear - MF-512,Clothing,Happy,Daraz,Positive,17
5.0,শাড়িটা খুব  সুন্দর৷ ছবির চাইতে বাস্তবে আরও বেশি সুন্দর। বাসার সবাই পছন্দ করেছে। চাইলে আপনারাও নিতে পারেন। ধন্যবাদ দারাজ এবং সেলারকে,Silk semi katan saree for women/tangail semi katan saree,Traditional_Clothing,Happy,Daraz,Positive,21
5.0,"হুম সুন্দর products,,,  আমার খুব পছন্দ হয়ছে❤️❤️❤️",Mahadev Trishul Locket with Chain of Men & Women,Men's Jewelry,Love,Daraz,Positive,7
1.0,পণ্য দেওয়ার কথা ছিল Bitdendend Total security  যা ছবিতে ও আছে।  কিন্তু আমাকে দিলেন Bitdendend Internet security যা হতাশাজনক,Bitdefender Antivirus and Internet Security 1 User,Network Components,Sadness,Daraz,Negative,19
