row_idx,Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment,word_count,absa_overall_sentiment,absa_overall_emotion,absa_triplets_json,absa_raw_text,absa_status_code,absa_error,absa_raw_json
547,3,দাম অনুযায়ী মোটামুটি ঠিক আছে। ঘ্রাণ ও বেশ ভালো। তবে ঘ্রাণ বেশিক্ষণ স্থানী হয় না,Air Freshener Spray Fresco (Jasmine)- 300 ml - air freshener,Laundry & Household,Sadness,Daraz,Negative,15,Neutral,Happy,"[{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম অনুযায়ী মোটামুটি ঠিক আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""TEXTURE_SMELL"", ""aspect_term"": ""ঘ্রাণ"", ""opinion_term"": ""ঘ্রাণ ও বেশ ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""EFFICACY"", ""aspect_term"": ""ঘ্রাণ"", ""opinion_term"": ""ঘ্রাণ বেশিক্ষণ স্থায়ী হয় না"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Value_for_Money"",""aspect_term"":""দাম"",""opinion_term"":""দাম অনুযায়ী মোটামুটি ঠিক আছে"",""sentiment"":""Positive""},{""aspect_category"":""TEXTURE_SMELL"",""aspect_term"":""ঘ্রাণ"",""opinion_term"":""ঘ্রাণ ও বেশ ভালো"",""sentiment"":""Positive""},{""aspect_category"":""EFFICACY"",""aspect_term"":""ঘ্রাণ"",""opinion_term"":""ঘ্রাণ বেশিক্ষণ স্থায়ী হয় না"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম অনুযায়ী মোটামুটি ঠিক আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""TEXTURE_SMELL"", ""aspect_term"": ""ঘ্রাণ"", ""opinion_term"": ""ঘ্রাণ ও বেশ ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""EFFICACY"", ""aspect_term"": ""ঘ্রাণ"", ""opinion_term"": ""ঘ্রাণ বেশিক্ষণ স্থায়ী হয় না"", ""sentiment"": ""Negative""}]}"
548,5,"Maskara is good,but packaging is not good. There was not a box.Thanks daraz💖",Technic Mega Lash Water Resistant Mascara - 12ml,Makeup,Happy,Daraz,Positive,15,Positive,Happy,"[{""aspect_category"": ""BEAUTY_AND_PERSONAL_CARE:EFFICACY"", ""aspect_term"": ""Maskara"", ""opinion_term"": ""is good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""BEAUTY_AND_PERSONAL_CARE:PACKAGING"", ""aspect_term"": ""packaging"", ""opinion_term"": ""is not good"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PACKAGING:Condition"", ""aspect_term"": ""box"", ""opinion_term"": ""There was not a box"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Positive"",
  ""overall_emotion"": ""Happy"",
  ""triplets"": [
    {
      ""aspect_category"": ""BEAUTY_AND_PERSONAL_CARE:EFFICACY"",
      ""aspect_term"": ""Maskara"",
      ""opinion_term"": ""is good"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""BEAUTY_AND_PERSONAL_CARE:PACKAGING"",
      ""aspect_term"": ""packaging"",
      ""opinion_term"": ""is not good"",
      ""sentiment"": ""Negative""
    },
    {
      ""aspect_category"": ""PACKAGING:Condition"",
      ""aspect_term"": ""box"",
      ""opinion_term"": ""There was not a box"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""BEAUTY_AND_PERSONAL_CARE:EFFICACY"", ""aspect_term"": ""Maskara"", ""opinion_term"": ""is good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""BEAUTY_AND_PERSONAL_CARE:PACKAGING"", ""aspect_term"": ""packaging"", ""opinion_term"": ""is not good"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PACKAGING:Condition"", ""aspect_term"": ""box"", ""opinion_term"": ""There was not a box"", ""sentiment"": ""Negative""}]}"
549,5,দামটা আরেকটু কম হলে ভালো হতো।তবে ফ্যানটা ভালো আছে দেখতেও সুন্দর। চাইলে নিতে পারেন।,Folding Multi-function USB Charging Fan with builtin LED Light,Fans,Happy,Daraz,Positive,15,Positive,Happy,"[{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দামটা"", ""opinion_term"": ""আরেকটু কম হলে ভালো হতো"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""ফ্যানটা"", ""opinion_term"": ""ভালো আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""ফ্যানটা"", ""opinion_term"": ""দেখতেও সুন্দর"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Value_for_Money"",""aspect_term"":""দামটা"",""opinion_term"":""আরেকটু কম হলে ভালো হতো"",""sentiment"":""Negative""},{""aspect_category"":""Overall_Quality"",""aspect_term"":""ফ্যানটা"",""opinion_term"":""ভালো আছে"",""sentiment"":""Positive""},{""aspect_category"":""PRODUCT_APPEARANCE_DESIGN"",""aspect_term"":""ফ্যানটা"",""opinion_term"":""দেখতেও সুন্দর"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দামটা"", ""opinion_term"": ""আরেকটু কম হলে ভালো হতো"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""ফ্যানটা"", ""opinion_term"": ""ভালো আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""ফ্যানটা"", ""opinion_term"": ""দেখতেও সুন্দর"", ""sentiment"": ""Positive""}]}"
550,3,packaging valo chilo na seller er kache eta asa kori nai but product valo ache.,"Dettol Handwash Re-Energize 200ml Pump, pH-Balanced Liquid Soap formula",Bath & Body,Anger,Daraz,Negative,15,Positive,Happy,"[{""aspect_category"": ""PACKAGING:Condition"", ""aspect_term"": ""packaging"", ""opinion_term"": ""valo chilo na"", ""sentiment"": ""Negative""}, {""aspect_category"": ""SERVICE:Seller_Interaction"", ""aspect_term"": ""seller"", ""opinion_term"": ""eta asa kori nai"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""valo ache"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""PACKAGING:Condition"",""aspect_term"":""packaging"",""opinion_term"":""valo chilo na"",""sentiment"":""Negative""},{""aspect_category"":""SERVICE:Seller_Interaction"",""aspect_term"":""seller"",""opinion_term"":""eta asa kori nai"",""sentiment"":""Negative""},{""aspect_category"":""Overall_Quality"",""aspect_term"":""product"",""opinion_term"":""valo ache"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""PACKAGING:Condition"", ""aspect_term"": ""packaging"", ""opinion_term"": ""valo chilo na"", ""sentiment"": ""Negative""}, {""aspect_category"": ""SERVICE:Seller_Interaction"", ""aspect_term"": ""seller"", ""opinion_term"": ""eta asa kori nai"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""valo ache"", ""sentiment"": ""Positive""}]}"
551,5,Expected a bag as other customers got. but over all good product ad fast delivery.,Deviser Ukelele - 2430 - Brown,Media & Music,Happy,Daraz,Positive,15,Positive,Happy,"[{""aspect_category"": ""Condition"", ""aspect_term"": ""bag"", ""opinion_term"": ""Expected a bag as other customers got"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""over all good product"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Speed"", ""aspect_term"": ""delivery"", ""opinion_term"": ""fast delivery"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Condition"",""aspect_term"":""bag"",""opinion_term"":""Expected a bag as other customers got"",""sentiment"":""Negative""},{""aspect_category"":""Overall_Quality"",""aspect_term"":""product"",""opinion_term"":""over all good product"",""sentiment"":""Positive""},{""aspect_category"":""Speed"",""aspect_term"":""delivery"",""opinion_term"":""fast delivery"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Condition"", ""aspect_term"": ""bag"", ""opinion_term"": ""Expected a bag as other customers got"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""over all good product"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Speed"", ""aspect_term"": ""delivery"", ""opinion_term"": ""fast delivery"", ""sentiment"": ""Positive""}]}"
552,5,the watch is very tiny but very nice to look. Hope get a good service,LouisWill Fashion Women Watch Square Womens Quartz Watch with Diamond Ladies Wristwatches Ceramic Strap Classic Quartz Clock High Quality Watches for Female,Watches,Love,Daraz,Positive,15,Positive,Happy,"[{""aspect_category"": ""FIT_SIZE"", ""aspect_term"": ""watch"", ""opinion_term"": ""very tiny"", ""sentiment"": ""Negative""}, {""aspect_category"": ""DESIGN"", ""aspect_term"": ""watch"", ""opinion_term"": ""very nice to look"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Customer_Support"", ""aspect_term"": ""service"", ""opinion_term"": ""Hope get a good service"", ""sentiment"": ""Neutral""}]","{
  ""overall_sentiment"": ""Positive"",
  ""overall_emotion"": ""Happy"",
  ""triplets"": [
    {
      ""aspect_category"": ""FIT_SIZE"",
      ""aspect_term"": ""watch"",
      ""opinion_term"": ""very tiny"",
      ""sentiment"": ""Negative""
    },
    {
      ""aspect_category"": ""DESIGN"",
      ""aspect_term"": ""watch"",
      ""opinion_term"": ""very nice to look"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""Customer_Support"",
      ""aspect_term"": ""service"",
      ""opinion_term"": ""Hope get a good service"",
      ""sentiment"": ""Neutral""
    }
  ]
}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""FIT_SIZE"", ""aspect_term"": ""watch"", ""opinion_term"": ""very tiny"", ""sentiment"": ""Negative""}, {""aspect_category"": ""DESIGN"", ""aspect_term"": ""watch"", ""opinion_term"": ""very nice to look"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Customer_Support"", ""aspect_term"": ""service"", ""opinion_term"": ""Hope get a good service"", ""sentiment"": ""Neutral""}]}"
553,4.7,"Its a big and heavy filter, performance is very good though :) Price is little high.",Unilever Pureit Water Purifier Classic Mineral RO Plus MF 6L,Water Purifiers,Fear,Pickaboo,Negative,15,Neutral,Happy,"[{""aspect_category"": ""Size_Dimensions"", ""aspect_term"": ""filter"", ""opinion_term"": ""big and heavy"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Performance_Effectiveness"", ""aspect_term"": ""performance"", ""opinion_term"": ""very good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""Price"", ""opinion_term"": ""little high"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Size_Dimensions"",""aspect_term"":""filter"",""opinion_term"":""big and heavy"",""sentiment"":""Negative""},{""aspect_category"":""Performance_Effectiveness"",""aspect_term"":""performance"",""opinion_term"":""very good"",""sentiment"":""Positive""},{""aspect_category"":""Value_for_Money"",""aspect_term"":""Price"",""opinion_term"":""little high"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Size_Dimensions"", ""aspect_term"": ""filter"", ""opinion_term"": ""big and heavy"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Performance_Effectiveness"", ""aspect_term"": ""performance"", ""opinion_term"": ""very good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""Price"", ""opinion_term"": ""little high"", ""sentiment"": ""Negative""}]}"
554,5,There are few scratches and a small hole in the brush pouch but otherwise fine I guess..,1pc Cute Large Hair Brush Massage Comb Shower Wet Detangle Hair Brush Salon Hair Styling Tools For Women,Hair Care,Sadness,Daraz,Negative,17,Neutral,Anger,"[{""aspect_category"": ""Condition"", ""aspect_term"": ""brush pouch"", ""opinion_term"": ""few scratches and a small hole"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Condition"", ""aspect_term"": ""brush pouch"", ""opinion_term"": ""otherwise fine I guess"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Condition"",""aspect_term"":""brush pouch"",""opinion_term"":""few scratches and a small hole"",""sentiment"":""Negative""},{""aspect_category"":""Condition"",""aspect_term"":""brush pouch"",""opinion_term"":""otherwise fine I guess"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Condition"", ""aspect_term"": ""brush pouch"", ""opinion_term"": ""few scratches and a small hole"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Condition"", ""aspect_term"": ""brush pouch"", ""opinion_term"": ""otherwise fine I guess"", ""sentiment"": ""Positive""}]}"
555,5,product ta balo asa nela netha paran . but Amer pc tha ata dokaithai kirokom akta hang marcha,Window10 installation DVD 10 operating system,Network Components,Happy,Daraz,Positive,17,Negative,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""balo"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Compatibility"", ""aspect_term"": ""Amer pc"", ""opinion_term"": ""kirokom akta hang marcha"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""product"",""opinion_term"":""balo"",""sentiment"":""Positive""},{""aspect_category"":""Compatibility"",""aspect_term"":""Amer pc"",""opinion_term"":""kirokom akta hang marcha"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""balo"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Compatibility"", ""aspect_term"": ""Amer pc"", ""opinion_term"": ""kirokom akta hang marcha"", ""sentiment"": ""Negative""}]}"
556,5,"আলহামদুলিল্লাহ জুতা হাতে পাইছি।
কিন্তু ভাই আপনাদের সমস্যা আছে
আপনারা মেসেজের রিপ্লাই দেন না
তিনবার মেসেজ করেছি",Premium New Collection Better Choice Stylish and Fashionable Exclusive Sneakers Converse for Men (313806627),Shoes,Happy,Daraz,Positive,17,Negative,Anger,"[{""aspect_category"": ""Timeliness"", ""aspect_term"": ""জুতা"", ""opinion_term"": ""আলহামদুলillah জুতা হাতে পাইছি"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Customer_Support"", ""aspect_term"": ""মেসেজের রিপ্লাই"", ""opinion_term"": ""আপনারা মেসেজের রিপ্লাই দেন না; তিনবার মেসেজ করেছি"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Timeliness"",""aspect_term"":""জুতা"",""opinion_term"":""আলহামদুলillah জুতা হাতে পাইছি"",""sentiment"":""Positive""},{""aspect_category"":""Customer_Support"",""aspect_term"":""মেসেজের রিপ্লাই"",""opinion_term"":""আপনারা মেসেজের রিপ্লাই দেন না; তিনবার মেসেজ করেছি"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Timeliness"", ""aspect_term"": ""জুতা"", ""opinion_term"": ""আলহামদুলillah জুতা হাতে পাইছি"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Customer_Support"", ""aspect_term"": ""মেসেজের রিপ্লাই"", ""opinion_term"": ""আপনারা মেসেজের রিপ্লাই দেন না; তিনবার মেসেজ করেছি"", ""sentiment"": ""Negative""}]}"
557,3,দাম অনুযায়ী মোটামুটি ভালোই তবে ডেলিভারি চার্জ বেশি হয়ে গেলো ৬৯ টাকার মাল ৬৯ টাকা ডেলিভারি চার্জ,Universal Extending Fender Mudguard/Front Fender Cap Support All Bike,Motorcycle Parts & Spares,Sadness,Daraz,Negative,17,Negative,Anger,"[{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম অনুযায়ী"", ""opinion_term"": ""মোটামুটি ভালোই"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Shipping_Cost"", ""aspect_term"": ""ডেলিভারি চার্জ"", ""opinion_term"": ""বেশি হয়ে গেলো / ৬৯ টাকার মালে ৬৯ টাকা ডেলিভারি চার্জ"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Value_for_Money"",""aspect_term"":""দাম অনুযায়ী"",""opinion_term"":""মোটামুটি ভালোই"",""sentiment"":""Positive""},{""aspect_category"":""Shipping_Cost"",""aspect_term"":""ডেলিভারি চার্জ"",""opinion_term"":""বেশি হয়ে গেলো / ৬৯ টাকার মালে ৬৯ টাকা ডেলিভারি চার্জ"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম অনুযায়ী"", ""opinion_term"": ""মোটামুটি ভালোই"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Shipping_Cost"", ""aspect_term"": ""ডেলিভারি চার্জ"", ""opinion_term"": ""বেশি হয়ে গেলো / ৬৯ টাকার মালে ৬৯ টাকা ডেলিভারি চার্জ"", ""sentiment"": ""Negative""}]}"
558,5,I ordered 31inch waist size but i got 33 inch. the pant is really comfortable to wear .,Denim Jeans Pant For Men - Black - Pant - Pant - Pants For Men,Clothing,Happy,Daraz,Positive,17,Neutral,Happy,"[{""aspect_category"": ""FIT_SIZE"", ""aspect_term"": ""waist size"", ""opinion_term"": ""ordered 31inch but got 33 inch"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Comfort_Feeling"", ""aspect_term"": ""pant"", ""opinion_term"": ""really comfortable to wear"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""FIT_SIZE"",""aspect_term"":""waist size"",""opinion_term"":""ordered 31inch but got 33 inch"",""sentiment"":""Negative""},{""aspect_category"":""Comfort_Feeling"",""aspect_term"":""pant"",""opinion_term"":""really comfortable to wear"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""FIT_SIZE"", ""aspect_term"": ""waist size"", ""opinion_term"": ""ordered 31inch but got 33 inch"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Comfort_Feeling"", ""aspect_term"": ""pant"", ""opinion_term"": ""really comfortable to wear"", ""sentiment"": ""Positive""}]}"
559,4,এমনি তে জিনিস ভালো কিন্তু  হাঁপ হাতা থাকলে বেশি ভাল হইতো কেন নয় ব্যাবহার করতে ভালো হতো,Motorcycle CHEST GUARD Winter Protection For All Biker,Motorcycle Riding Gear,Sadness,Daraz,Negative,17,Positive,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""জিনিস"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""OTHER_PRODUCTS:FEATURES_FUNCTIONALITY"", ""aspect_term"": ""হাঁপ হাতা"", ""opinion_term"": ""হাঁপ হাতা থাকলে বেশি ভাল হইতো, ব্যবহার করতে ভালো হতো"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""জিনিস"",""opinion_term"":""ভালো"",""sentiment"":""Positive""},{""aspect_category"":""OTHER_PRODUCTS:FEATURES_FUNCTIONALITY"",""aspect_term"":""হাঁপ হাতা"",""opinion_term"":""হাঁপ হাতা থাকলে বেশি ভাল হইতো, ব্যবহার করতে ভালো হতো"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""জিনিস"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""OTHER_PRODUCTS:FEATURES_FUNCTIONALITY"", ""aspect_term"": ""হাঁপ হাতা"", ""opinion_term"": ""হাঁপ হাতা থাকলে বেশি ভাল হইতো, ব্যবহার করতে ভালো হতো"", ""sentiment"": ""Negative""}]}"
560,3,"""Haha"" emoji r ta chaisilam but aeta disa... product kharap na but pochonder ta dila kushi hotam.....😕",Stress Ball Emoji Squeeze Ball Exercise Stress Ball - 1 Pcs,Baby & Toddler Toys,Happy,Daraz,Positive,17,Negative,Sadness,"[{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN: Design_Style"", ""aspect_term"": ""\""Haha\"" emoji"", ""opinion_term"": ""chaisilam but aeta disa"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY: Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""kharap na"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Sadness"",""triplets"":[{""aspect_category"":""PRODUCT_APPEARANCE_DESIGN: Design_Style"",""aspect_term"":""\""Haha\"" emoji"",""opinion_term"":""chaisilam but aeta disa"",""sentiment"":""Negative""},{""aspect_category"":""PRODUCT_QUALITY: Overall_Quality"",""aspect_term"":""product"",""opinion_term"":""kharap na"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN: Design_Style"", ""aspect_term"": ""\""Haha\"" emoji"", ""opinion_term"": ""chaisilam but aeta disa"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY: Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""kharap na"", ""sentiment"": ""Positive""}]}"
561,4.3,Good but operating manual is not supportive to learn how to operate the earbuds specially initial use...,Lenovo LP40 TWS Wireless Bluetooth Earbud,True Wireless Earbuds,Fear,Pickaboo,Negative,17,Neutral,Anger,"[{""aspect_category"": ""Instructions_Manual"", ""aspect_term"": ""operating manual"", ""opinion_term"": ""not supportive to learn how to operate the earbuds specially initial use"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""earbuds"", ""opinion_term"": ""Good"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Instructions_Manual"",""aspect_term"":""operating manual"",""opinion_term"":""not supportive to learn how to operate the earbuds specially initial use"",""sentiment"":""Negative""},{""aspect_category"":""Overall_Quality"",""aspect_term"":""earbuds"",""opinion_term"":""Good"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Instructions_Manual"", ""aspect_term"": ""operating manual"", ""opinion_term"": ""not supportive to learn how to operate the earbuds specially initial use"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""earbuds"", ""opinion_term"": ""Good"", ""sentiment"": ""Positive""}]}"
562,5,product is great but black color ta pai nai.. but its ok good product will buy more,10 Miles 532nm Green Laser Pointer Beam Light,Gadgets,Love,Daraz,Positive,17,Positive,Happy,"[{""aspect_category"": ""PRODUCT_QUALITY: Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""is great; its ok good product will buy more"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN: Color_Finish"", ""aspect_term"": ""black color"", ""opinion_term"": ""black color ta pai nai"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Positive"",
  ""overall_emotion"": ""Happy"",
  ""triplets"": [
    {
      ""aspect_category"": ""PRODUCT_QUALITY: Overall_Quality"",
      ""aspect_term"": ""product"",
      ""opinion_term"": ""is great; its ok good product will buy more"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN: Color_Finish"",
      ""aspect_term"": ""black color"",
      ""opinion_term"": ""black color ta pai nai"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""PRODUCT_QUALITY: Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""is great; its ok good product will buy more"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN: Color_Finish"", ""aspect_term"": ""black color"", ""opinion_term"": ""black color ta pai nai"", ""sentiment"": ""Negative""}]}"
563,2,"গাড়ি টা ভালো, কিন্তু ডেলিভারি চার্জ নিয়ে দামটা একটু বেসিই পড়ে গেলো, এমনিতে ভালো সবাই নিতে পারেন।",Spiderman Stunt Car Toy Multicolor Spiderman Friction Car Two Sided Push Gmo Plastic Rubber Stunt Car For Kids - Delight Kids,Remote Control & Play Vehicles,Happy,Daraz,Positive,17,Positive,Happy,"[{""aspect_category"": ""AUTOMOTIVE:QUALITY"", ""aspect_term"": ""গাড়ি"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""DELIVERY:Shipping_Cost"", ""aspect_term"": ""ডেলিভারি চার্জ"", ""opinion_term"": ""নিয়ে দামটা একটু বেসিই পড়ে গেলো"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""AUTOMOTIVE:QUALITY"",""aspect_term"":""গাড়ি"",""opinion_term"":""ভালো"",""sentiment"":""Positive""},{""aspect_category"":""DELIVERY:Shipping_Cost"",""aspect_term"":""ডেলিভারি চার্জ"",""opinion_term"":""নিয়ে দামটা একটু বেসিই পড়ে গেলো"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""AUTOMOTIVE:QUALITY"", ""aspect_term"": ""গাড়ি"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""DELIVERY:Shipping_Cost"", ""aspect_term"": ""ডেলিভারি চার্জ"", ""opinion_term"": ""নিয়ে দামটা একটু বেসিই পড়ে গেলো"", ""sentiment"": ""Negative""}]}"
